SRCID,IntDate,Mode,ORDER,A1,A2,A2_oth,A3,A4_order,A4a,A4b,A4c,A4d,A4e,A4f,B1a,B1b,B1c,B1d,B3,B4,B6_order,B6a,B6b,B6c,B6d,B6e,B6f,B6g,B7,V1,V2_1_C1_Name,V2_2_C1_Name,V2_3_C1_Name,V2_4_C1_Name,V2_5_C1_Name,V2_1_C1_Age,V2_2_C1_Age,V2_3_C1_Age,V2_4_C1_Age,V2_5_C1_Age,V2_1_C1_Emp,V2_2_C1_Emp,V2_3_C1_Emp,V2_4_C1_Emp,V2_5_C1_Emp,V2_1_C1_Occ,V2_2_C1_Occ,V2_3_C1_Occ,V2_4_C1_Occ,V2_5_C1_Occ,V2_1_C1_OccCat,V2_2_C1_OccCat,V2_3_C1_OccCat,V2_4_C1_OccCat,V2_5_C1_OccCat,V2_1_C1_Rate,V2_2_C1_Rate,V2_3_C1_Rate,V2_4_C1_Rate,V2_5_C1_Rate,V2_1_C1_Care,V2_2_C1_Care,V2_3_C1_Care,V2_4_C1_Care,V2_5_C1_Care,V2_1_C1_Health,V2_2_C1_Health,V2_3_C1_Health,V2_4_C1_Health,V2_5_C1_Health,V2_1_C2_Name,V2_2_C2_Name,V2_3_C2_Name,V2_4_C2_Name,V2_5_C2_Name,V2_1_C2_Age,V2_2_C2_Age,V2_3_C2_Age,V2_4_C2_Age,V2_5_C2_Age,V2_1_C2_Emp,V2_2_C2_Emp,V2_3_C2_Emp,V2_4_C2_Emp,V2_5_C2_Emp,V2_1_C2_Occ,V2_2_C2_Occ,V2_3_C2_Occ,V2_4_C2_Occ,V2_5_C2_Occ,V2_1_C2_OccCat,V2_2_C2_OccCat,V2_3_C2_OccCat,V2_4_C2_OccCat,V2_5_C2_OccCat,V2_1_C2_Rate,V2_2_C2_Rate,V2_3_C2_Rate,V2_4_C2_Rate,V2_5_C2_Rate,V2_1_C2_Care,V2_2_C2_Care,V2_3_C2_Care,V2_4_C2_Care,V2_5_C2_Care,V2_1_C2_Health,V2_2_C2_Health,V2_3_C2_Health,V2_4_C2_Health,V2_5_C2_Health,V2_1,V2_2,V2_3,V2_4,V2_5,D1a,D1b,D1c,D1d,D1e,D1f,D3,E1a,E1b,E1c,E1d,E1e,E1f,E1g,E1h,E2,E3,E20a,E20b,E5,E18,E19,E6,E7,E8,E10,E11a,E12,E13,E14,E15_1,E15_2,E15_3,E15_4,E15_5,E15_DK,E15_REF,E16,E17,DUM1,DUM2,DUM3,GINTRO2_GINTRO3_Order,C_SETS_Selected01,C_SETS_Selected02,C_SETS_Selected03,C_SETS_Selected04,C_SETS_Selected05,C_SETS_Selected06,C_SETS_Selected07,C_SETS_Selected08,C_SETS_Selected09,C_SETS_Selected10,C_SETS_Selected11,C_SETS_Selected12,C_SETS_Selected13,C_SETS_Selected14,C_SETS_Selected15,C_SETS_Selected16,C_SETS_Selected17,C_SETS_Selected18,C_SETS_Selected19,C_SETS_Selected20,C_SETS_Selected21,C_SETS_Selected22,C_SETS_Selected23,C_SETS_Selected24,C_SETS_Selected25,C_SETS_Selected26,C_SETS_Selected27,C_SETS_Selected28,C_SETS_Selected29,C_SETS_Selected30,C_SETS_Selected31,C_SETS_Selected32,C_SETS_Selected33,C_SETS_Selected34,C_SETS_Selected35,C_SETS_Selected36,Set_Order_txt,Attribute_Lst_Order,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,C_Loop_1_C_SET,C_Loop_2_C_SET,C_Loop_3_C_SET,C_Loop_4_C_SET,C_Loop_5_C_SET,C_Loop_1_C_Order_txt,C_Loop_2_C_Order_txt,C_Loop_3_C_Order_txt,C_Loop_4_C_Order_txt,C_Loop_5_C_Order_txt,C_Loop_1_C1,C_Loop_2_C1,C_Loop_3_C1,C_Loop_4_C1,C_Loop_5_C1,C_Loop_1_C1_Employment,C_Loop_2_C1_Employment,C_Loop_3_C1_Employment,C_Loop_4_C1_Employment,C_Loop_5_C1_Employment,C_Loop_1_C1_Inequality,C_Loop_2_C1_Inequality,C_Loop_3_C1_Inequality,C_Loop_4_C1_Inequality,C_Loop_5_C1_Inequality,C_Loop_1_C1_Borders,C_Loop_2_C1_Borders,C_Loop_3_C1_Borders,C_Loop_4_C1_Borders,C_Loop_5_C1_Borders,C_Loop_1_C1_COVID_infections,C_Loop_2_C1_COVID_infections,C_Loop_3_C1_COVID_infections,C_Loop_4_C1_COVID_infections,C_Loop_5_C1_COVID_infections,C_Loop_1_C1_Mental_health,C_Loop_2_C1_Mental_health,C_Loop_3_C1_Mental_health,C_Loop_4_C1_Mental_health,C_Loop_5_C1_Mental_health,C_Loop_1_C1_Social_isolation,C_Loop_2_C1_Social_isolation,C_Loop_3_C1_Social_isolation,C_Loop_4_C1_Social_isolation,C_Loop_5_C1_Social_isolation,C_Loop_1_C2,C_Loop_2_C2,C_Loop_3_C2,C_Loop_4_C2,C_Loop_5_C2,C_Loop_1_C2_Employment,C_Loop_2_C2_Employment,C_Loop_3_C2_Employment,C_Loop_4_C2_Employment,C_Loop_5_C2_Employment,C_Loop_1_C2_Inequality,C_Loop_2_C2_Inequality,C_Loop_3_C2_Inequality,C_Loop_4_C2_Inequality,C_Loop_5_C2_Inequality,C_Loop_1_C2_Borders,C_Loop_2_C2_Borders,C_Loop_3_C2_Borders,C_Loop_4_C2_Borders,C_Loop_5_C2_Borders,C_Loop_1_C2_COVID_infections,C_Loop_2_C2_COVID_infections,C_Loop_3_C2_COVID_infections,C_Loop_4_C2_COVID_infections,C_Loop_5_C2_COVID_infections,C_Loop_1_C2_Mental_health,C_Loop_2_C2_Mental_health,C_Loop_3_C2_Mental_health,C_Loop_4_C2_Mental_health,C_Loop_5_C2_Mental_health,C_Loop_1_C2_Social_isolation,C_Loop_2_C2_Social_isolation,C_Loop_3_C2_Social_isolation,C_Loop_4_C2_Social_isolation,C_Loop_5_C2_Social_isolation,G1_1,G1_2,G1_3,G1_4,G1_5,F1_order,F1a,F1b,F1c,F1d,F1e,F1f,F1g,F1h,F2_order,F2a,F2b,F2c,F3_order,F3a,F3b,F3c,F4_order,F4a,F4b,F4c,F4d,F4e,F4f,F4g,F5a,F5b,F5c,p_state,p_region,p_geography,p_seifa,p_gender,p_age_group,p_age_group_r,d_cob_group,p_citizen,p_lote,p_atsi,p_house_str,p_education,weight,p_gender_sdc,p_age_group_sdc,p_education_sdc,p_state_sdc,StateMap
2740,18-AUG-2020,1,1,4,4, ,8,"a,f,b,c,e,d",3,2,3,2,3,2,2,2,1,1, ,2,"c,b,e,g,d,a,f",-99,-99,-99,-99,-99,4,4,1,4,17,32,26,8,35,1,17,54,67,32,2,1,3,3,1,0,4,0,0,5,3,1,3,3,1,2,2,1,1,2,1,2,2,1,1,2,1,1,2,2,10,22,19,38,29,46,4,50,24,52,1,2,1,2,3,16,0,2,0,0,2,3,1,3,3,2,1,1,1,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,1,2,2,3,4,2,4,3,2,1,2,1,2,2,1,1,2, , , , ,2, , , , ,-99,2, ,1,-99,0,0,1,1,0,0,0,2, ,1,1,2,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"set12,set25,set4,set2,set13","_1,_4,_5,_2,_3,_6",Employment,COVID infection rate,Mental health,Household’s economic circumstances,Borders,Social isolation,12,25,4,2,13,"{Choice48,Choice12}","{Choice25,Choice61}","{Choice40,Choice4}","{Choice38,Choice2}","{Choice13,Choice49}",48,25,40,38,13,0,0,0,0,1,0,2,1,0,1,0,1,1,0,0,0,2,2,2,1,1,0,1,0,0,0,0,1,0,1,12,61,4,2,49,0,0,0,0,1,0,2,1,0,1,1,0,0,1,1,2,0,1,1,2,0,1,0,1,1,1,1,0,1,0,1,2,2,2,1,"g,d,b,h,c,a,e,f",1,1,1,2,1,2,3,2,"a,b,c",1,2,1,"a,b,c",1,1,3,"c,b,e,g,d,a,f",2,2,1,2,1,2,1, , ,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5.20352392454752,1,1,2,3,3
2688,16-AUG-2020,1,1,2,3, ,7,"d,f,c,b,e,a",2,2,2,1,2,2,2,2,2,1, ,2,"a,e,b,f,c,d,g",-99,-99,-99,-99,-99,5,5,2,3,34,28,5,37,13,27,12,11,60,8,1,2,1,3,2,4,0,16,0,0,1,3,2,3,3,1,2,1,1,2,1,2,1,2,2,1,1,2,2,1,23,20,25,3,36,4,59,38,42,65,1,3,2,2,3,21,0,0,0,0,3,3,3,3,3,2,1,2,2,1,2,2,1,1,1,2,1,2,2,1,1,2,1,1,2,3,3,3,3,1,2,1,1,2,2,2,2,2,1,1,8,1,1,2,25, ,2, , , ,-99,3,0,4,-99,1,0,0,0,0,0,0,2, ,1,1,2,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"set11,set21,set4,set12,set6","_4,_5,_2,_6,_1,_3",COVID infection rate,Mental health,Household’s economic circumstances,Social isolation,Employment,Borders,11,21,4,12,6,"{Choice47,Choice11}","{Choice21,Choice57}","{Choice40,Choice4}","{Choice12,Choice48}","{Choice42,Choice6}",47,21,40,12,42,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,2,2,2,2,1,0,1,1,0,1,1,1,1,1,0,11,57,4,48,6,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,2,2,2,2,2,"b,g,c,f,d,a,e,h",2,2,1,1,2,1,1,2,"a,c,b",1,1,1,"a,c,b",1,2,1,"a,e,b,f,c,d,g",1,2,1,2,1,2,1,2, ,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.55220261127933,2,2, ,8,8
2711,17-AUG-2020,1,2,4,1, ,8,"b,d,f,a,e,c",3,3,3,2,3,2,2,2,2,1, ,2,"e,b,a,f,d,g,c",-99,-99,-99,-99,-99,5,5,1,3,35,24,10,38,36,54,52,41,19,51,1,2,3,1,3,1,0,0,3,0,1,3,3,1,3,1,2,2,2,1,1,1,2,2,2,2,2,2,1,1,19,11,28,29,21,2,18,3,33,26,1,2,1,2,2,24,0,12,0,0,3,3,2,3,3,1,2,2,1,1,1,1,1,2,2,1,1,2,1,2,1,2,2,1,1,2,2,3,3,1,1,2,1,2,2,2,2,2,2,2, ,1,1,1,40, ,2, , , ,-99,1,30,4,-99, , , , , , , ,2, ,2,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"set13,set22,set28,set6,set7","_1,_2,_5,_4,_3,_6",Employment,Household’s economic circumstances,Mental health,COVID infection rate,Borders,Social isolation,13,22,28,6,7,"{Choice13,Choice49}","{Choice58,Choice22}","{Choice28,Choice64}","{Choice42,Choice6}","{Choice7,Choice43}",13,58,28,42,7,1,0,1,1,0,1,1,0,1,2,0,0,1,1,0,1,2,0,1,2,0,1,0,1,0,1,1,0,0,0,49,22,64,6,43,1,0,1,1,0,1,1,0,1,2,1,1,0,0,1,2,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,2,1,2,2,"b,d,f,g,e,a,c,h",1,1,1,1,1,1,1,1,"b,c,a",3,3,4,"b,c,a",3,4,4,"e,b,a,f,d,g,c",1,2,2,2,2,2,2,3, , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.985575749979699,1,2,1,1,1
1827,13-AUG-2020,1,1,2,3, ,6,"c,a,b,f,d,e",3,2,3,2,2,2,1,2,1,1,2,2,"b,c,d,a,g,f,e",-99,-99,-99,-99,-99,1,1,1,4,32,28,17,24,13,2,59,8,44,50,2,3,1,1,1,0,0,6,3,16,3,3,1,1,2,1,2,2,2,1,2,2,2,1,1,2,2,1,1,2,14,26,37,16,5,24,55,27,54,17,1,3,1,1,1,30,0,1,8,20,3,3,1,2,3,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,2,1,2,3,1,1,1,1,2,2,2,2,2,2,2, ,1,1,1,36, ,2, , , ,-99,1,50,1,-99,1,0,0,0,0,0,0,2, ,2,2,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"set6,set4,set19,set9,set30","_4,_1,_6,_2,_3,_5",COVID infection rate,Employment,Social isolation,Household’s economic circumstances,Borders,Mental health,6,4,19,9,30,"{Choice6,Choice42}","{Choice40,Choice4}","{Choice19,Choice55}","{Choice45,Choice9}","{Choice30,Choice66}",6,40,19,45,30,1,0,0,1,0,1,1,0,2,0,0,1,1,1,0,0,2,0,2,2,0,1,0,1,1,1,1,0,0,1,42,4,55,9,66,1,0,0,1,0,1,1,0,2,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,2,2,1,2,2,"a,d,g,f,b,h,c,e",1,1,1,1,1,1,1,1,"c,a,b",2,2,2,"c,a,b",3,3,3,"b,c,d,a,g,f,e",2,2,2,2,1,2,1, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.630847233353044,2,2,1,1,1
1641,12-AUG-2020,2,2,2,1, ,7,"c,b,d,f,a,e",2,2,2,2,1,2,1,2,2,1,2,2,"d,b,c,a,g,f,e",-99,-99,-99,-99,-99,4,2,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2, , ,50, ,2,1,2,7,-99,2,50,4,-99,1,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"e,b,g,a,c,f,h,d",2,1,1,1,2,1,2,2,"c,b,a",1,2,2,"c,b,a",4,2,2,"d,b,c,a,g,f,e",2,2,2,2,2,2,1, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.970487760177882,1,3,3,1,1
1277,13-AUG-2020,1,2,4,97, ,3,"f,e,c,b,d,a",4,2,3,3,3,2,2,2,1,1, ,2,"g,a,f,d,c,b,e",-99,-99,-99,-99,-99,1,2,1,3,37,21,9,3,19,17,23,45,46,7,1,1,1,1,1,12,14,10,34,3,2,2,2,3,1,2,2,2,1,2,2,2,1,2,2,1,2,1,2,1,35,7,17,8,11,19,66,30,43,55,1,3,1,2,3,11,0,9,0,0,2,3,2,3,3,1,1,1,2,1,1,1,1,1,2,2,1,2,1,2,1,2,1,2,2,3,4,4,3,2,3,2,1,2,2,2,2,2,2,2, ,1,1,1,35, ,2, , , ,-99,2,0,4,-99,0,1,0,0,0,0,0,2, ,2,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,"set31,set35,set18,set5,set36","_4,_6,_5,_2,_3,_1",COVID infection rate,Social isolation,Mental health,Household’s economic circumstances,Borders,Employment,31,35,18,5,36,"{Choice31,Choice67}","{Choice71,Choice35}","{Choice18,Choice54}","{Choice41,Choice5}","{Choice36,Choice72}",31,71,18,41,36,1,1,0,0,0,1,2,2,1,2,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,67,35,54,5,72,1,1,0,0,0,1,2,2,1,2,0,1,0,1,1,2,0,2,2,2,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,"f,a,g,h,d,e,c,b",3,1,2,4,2,2,2,3,"c,a,b",3,4,3,"c,a,b",5,3,5,"g,a,f,d,c,b,e",1,2,2,2,2,2,2,2, , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.09976323716083,1,2,2,1,1
2089,13-AUG-2020,2,1,1,3, ,4,"d,b,f,a,c,e",3,4,1,3,1,1,2,2,2,2, ,3,"a,g,b,c,e,f,d",-99,-99,-99,-99,-99,5,5,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,2,4,4,5,4,2,2,2,2,2,1,1,2,6, , , , ,2, , , , ,-99,3, ,4,-99,1,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"f,e,b,h,a,g,c,d",2,2,2,2,4,2,2,2,"a,c,b",5,5,4,"a,c,b",2,1,5,"a,g,b,c,e,f,d",2,2,2,2,2,2,2, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.418314830400907,2,4, ,3,3
1940,13-AUG-2020,1,2,2,1, ,7,"c,d,b,e,a,f",1,2,1,1,2,1,2,2,2,2, ,3,"d,b,e,g,a,c,f",-99,-99,-99,-99,-99,5,5,2,4,4,19,7,6,11,31,38,26,45,54,1,3,1,1,1,1,0,4,3,16,1,3,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,9,8,35,34,31,9,21,3,8,5,2,2,1,1,1,0,0,25,33,30,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,2,1,2,3,1,1,1,1,2,2,2,2,1,1,2,7,2, , ,20, ,2,1,1,3,-99,1,50,4,-99,1,0,0,0,0,0,0,2, ,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"set5,set16,set33,set27,set14","_5,_2,_3,_6,_1,_4",Mental health,Household’s economic circumstances,Borders,Social isolation,Employment,COVID infection rate,5,16,33,27,14,"{Choice41,Choice5}","{Choice16,Choice52}","{Choice69,Choice33}","{Choice27,Choice63}","{Choice50,Choice14}",41,16,69,27,50,0,1,0,1,0,1,2,1,2,1,0,0,1,1,1,0,2,1,1,0,0,0,0,1,0,0,1,0,1,1,5,52,33,63,14,0,1,0,1,0,1,2,1,2,1,1,1,0,0,0,2,0,0,2,2,1,1,1,0,1,1,0,1,0,0,1,2,2,1,1,"e,a,b,h,g,f,c,d",2,2,1,1,2,1,1,2,"c,b,a",2,2,1,"c,b,a",1,1,2,"d,b,e,g,a,c,f",2,2,2,2,2,2,1, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.191729186235882,2,4,1,5,5
1165,12-AUG-2020,1,1,2,3, ,6,"a,b,f,c,e,d",2,2,2,2,2,2,1,2,2,1,4,2,"d,c,g,f,e,a,b",-99,-99,-99,-99,-99,3,4,2,3,37,14,27,18,15,16,31,39,32,5,1,1,1,1,2,3,40,46,39,0,1,3,3,3,3,1,2,1,1,1,1,1,2,2,2,1,2,1,1,2,3,6,17,16,31,18,30,55,49,12,1,1,1,1,1,15,6,14,2,50,2,1,2,1,3,2,2,1,2,2,1,1,2,2,1,2,1,2,1,2,1,2,2,2,2,4,3,4,5,3,2,2,1,2,2,2,2,2,1,2,1,1,1,1,40, ,2, , , ,-99,2,50,4,-99,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"set22,set21,set35,set25,set10","_1,_2,_5,_4,_6,_3",Employment,Household’s economic circumstances,Mental health,COVID infection rate,Social isolation,Borders,22,21,35,25,10,"{Choice22,Choice58}","{Choice57,Choice21}","{Choice35,Choice71}","{Choice61,Choice25}","{Choice10,Choice46}",22,57,35,61,10,0,1,1,0,1,1,0,2,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,58,21,71,25,46,0,1,1,0,1,1,0,2,2,0,0,1,0,1,1,2,2,1,2,1,1,1,0,0,1,1,1,1,0,0,1,1,2,1,1,"g,h,a,f,b,e,c,d",2,1,1,2,2,1,1,2,"a,c,b",1,1,1,"a,c,b",1,2,2,"d,c,g,f,e,a,b",1,2,2,2,2,2,2,3, , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4.06881558002754,2,2,2,1,1
925,11-AUG-2020,1,2,2,1, ,5,"b,e,d,f,c,a",1,2,1,1,2,2,2,2,2,1, ,3,"d,a,e,f,c,b,g",-99,-99,-99,-99,-99,1,1,1,3,33,17,31,38,39,43,30,53,56,3,1,2,3,2,1,9,0,0,0,16,2,3,3,3,2,2,1,2,2,2,1,1,2,2,1,2,1,1,2,2,26,19,16,15,18,42,9,31,28,4,1,1,1,1,1,2,15,21,23,36,1,2,3,3,3,1,1,1,1,2,1,2,1,2,2,2,2,1,1,1,2,1,2,2,1,3,2,3,3,2,1,2,1,2,2,2,2,2,1,-98,1,2, , ,30, ,1,-98,-98,3,-99,1,20,4,-99,0,1,0,0,0,0,0,2, ,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"set17,set32,set19,set29,set21","_2,_6,_4,_5,_3,_1",Household’s economic circumstances,Social isolation,COVID infection rate,Mental health,Borders,Employment,17,32,19,29,21,"{Choice17,Choice53}","{Choice68,Choice32}","{Choice19,Choice55}","{Choice65,Choice29}","{Choice21,Choice57}",17,68,19,65,21,0,1,0,1,1,2,1,0,0,0,0,0,1,0,1,0,0,0,2,2,1,0,0,0,1,0,1,0,1,1,53,32,55,29,57,0,1,0,1,1,2,1,0,0,0,1,1,0,1,0,1,2,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,2,"b,g,h,a,d,f,c,e",2,2,2,3,2,2,1,2,"b,a,c",2,2,2,"b,a,c",2,3,2,"d,a,e,f,c,b,g",2,2,2,2,2,2,2, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.673520383470075,2,2,3,2,2
2573,16-AUG-2020,1,2,2,4, ,7,"c,f,e,d,a,b",3,2,2,1,2,1,2,1,2,2, ,3,"e,c,g,b,a,f,d",-99,-99,-99,-99,-99,2,5,1,4,8,14,21,3,25,38,44,33,52,1,3,2,1,3,1,0,0,2,0,1,3,3,1,3,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,28,36,9,29,16,61,53,59,3,7,3,1,3,1,1,0,6,0,15,10,3,1,3,2,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,2,2,1,2,1,2,1,3,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,1,35, ,2, , , ,-99,2,0,4,-99,0,1,0,0,0,0,0,2, ,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"set19,set6,set15,set24,set14","_3,_1,_4,_6,_5,_2",Borders,Employment,COVID infection rate,Social isolation,Mental health,Household’s economic circumstances,19,6,15,24,14,"{Choice19,Choice55}","{Choice42,Choice6}","{Choice15,Choice51}","{Choice60,Choice24}","{Choice14,Choice50}",19,42,15,60,14,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,2,0,1,0,0,1,0,0,1,0,0,55,6,51,24,50,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,2,1,2,2,"c,g,e,d,h,f,a,b",1,1,1,1,1,1,1,2,"c,a,b",2,2,2,"c,a,b",1,2,2,"e,c,g,b,a,f,d",2,2,2,2,2,2,1, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.86758856636687,1,2,1,1,1
3107,22-AUG-2020,1,1,2,-99, ,0,"f,c,a,e,b,d",4,3,4,1,1,1,2,2,2,1, ,4,"c,g,f,b,d,e,a",-99,-99,-99,-99,-99,1,1,3,1,36,37,7,8,39,47,3,37,63,29,2,2,1,3,1,0,0,14,0,13,3,3,2,3,2,1,2,2,2,2,1,2,1,2,1,2,2,2,2,1,13,17,32,18,10,16,19,53,31,59,1,1,1,1,3,17,10,9,11,0,2,2,2,2,3,1,1,1,2,1,1,2,1,2,2,1,1,1,1,2,-99,-99,-99,-99,-99,2,5,3,2,5,5,4,1,2,2,2,2,2,2,2, ,1,2,2,40, ,2, , , ,-99,2,0,2,-99, , , , , , , ,2, ,1,1,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,"set32,set36,set34,set11,set2","_4,_1,_5,_3,_2,_6",COVID infection rate,Employment,Mental health,Borders,Household’s economic circumstances,Social isolation,32,36,34,11,2,"{Choice32,Choice68}","{Choice72,Choice36}","{Choice34,Choice70}","{Choice47,Choice11}","{Choice2,Choice38}",32,72,34,47,2,1,0,1,0,0,1,2,2,0,0,1,1,1,1,1,2,2,2,2,1,1,0,0,0,1,0,0,0,1,1,68,36,70,11,38,1,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,1,0,1,2,0,1,1,1,0,1,1,1,0,0,-99,-99,-99,-99,-99,"b,a,c,h,d,g,f,e",1,1,1,1,1,1,1,1,"c,a,b",3,3,3,"c,a,b",3,3,3,"c,g,f,b,d,e,a",1,2,2,1,1,2,1,4, , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.707329563343018,2,2,2,2,2
2439,15-AUG-2020,1,1,4,4, ,7,"f,d,c,e,b,a",3,3,3,3,3,2,2,2,2,2, ,2,"c,d,e,b,f,a,g",-99,-99,-99,-99,-99,5,5,3,2,36,27,32,17,37,28,51,38,40,65,1,3,2,1,3,17,0,0,7,0,2,3,3,2,3,2,2,1,1,1,2,1,1,2,2,2,1,2,2,1,10,3,18,23,24,17,58,62,39,11,1,3,3,1,2,9,0,0,1,0,2,3,3,1,3,2,2,1,1,2,1,1,2,2,1,1,1,2,2,1,-99,-99,-99,-99,-99,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2, ,1,1,2,28, ,2, , , ,-99,1,30,4,-99,0,0,0,0,1,0,0,2, ,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"set18,set25,set15,set9,set24","_1,_6,_2,_4,_5,_3",Employment,Social isolation,Household’s economic circumstances,COVID infection rate,Mental health,Borders,18,25,15,9,24,"{Choice18,Choice54}","{Choice61,Choice25}","{Choice15,Choice51}","{Choice45,Choice9}","{Choice24,Choice60}",18,61,15,45,24,0,0,0,1,1,2,2,1,2,1,1,0,1,1,1,1,0,0,2,0,0,1,0,1,1,1,1,1,0,1,54,25,51,9,60,0,0,0,1,1,2,2,1,2,1,0,1,0,0,0,2,2,1,1,1,1,0,1,0,0,0,0,0,1,0,2,2,-98,-99,2,"h,c,a,f,b,e,g,d",1,1,1,1,1,1,1,1,"c,b,a",2,3,2,"c,b,a",1,1,3,"c,d,e,b,f,a,g",1,2,2,2,2,2,1,4, , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.968200663021298,2,3,2,1,1
