SRCID,Mode,A1,A2,undecided_voter,A3,A4a,A4b,A4c,A4d,A4e,A4f,B1a,B1b,B1c,B1d,B4,B6f,B6g,B7,V1,D1a,D1b,D1c,D1d,D1e,D1f,D3,E1a,E1b,E1c,E1d,E1e,E1f,E1g,E1h,E11a,E13,F1a,F1b,F1c,F1d,F1e,F1f,F1g,F1h,F2a,F2b,F2c,p_gender_sdc,p_age_group_sdc,p_education_sdc,p_state_sdc,StateMap,A4F2_agg,opinionated
140,1,4,"""4""",FALSE,8,3,1,3,1,2,1,2,2,2,2,3,5,5,1,4,1,1,2,2,1,1,1,1,2,2,2,2,2,1,2,1,4,1,2,1,2,1,1,1,1,4,3,2,1,2,1,1,"""1""",0.5,TRUE
141,1,1,"""1""",FALSE,9,1,2,2,2,1,2,2,2,2,2,4,5,5,2,4,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,4,3,1,1,2,2,2,2,2,2,1,1,1,4, ,5,"""5""",0.694444444,TRUE
143,1,4,"""1""",FALSE,3,2,3,4,2,2,2,2,2,2,2,3,1,1,1,3,2,2,3,2,1,1,2,1,1,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,1,2,1,3,"""3""",0.472222222,FALSE
144,1,2,"""-98""",TRUE,8,2,2,2,2,2,2,1,2,2,1,3,1,1,1,4,2,2,2,1,1,1,1,1,2,2,2,2,2,1,2,1,4,1,1,2,2,1,2,1,1,1,2,1,2,2,1,2,"""2""",0.583333333,TRUE
145,1,2,"""3""",FALSE,8,3,3,3,2,2,2,2,2,2,2,4,5,5,1,4,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,4,3,3,3,3,3,2,2,3,2,4,3,2,3,2,3,"""3""",0.333333333,FALSE
147,1,2,"""3""",FALSE,10,3,2,1,1,1,2,2,2,2,1,3,5,5,1,4,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,4,2,2,2,2,2,2,2,2,2,2,3,2,4,3,5,"""5""",0.5,TRUE
149,1,2,"""3""",FALSE,8,3,2,1,2,2,1,1,2,2,1,3,2,1,2,4,3,3,3,3,2,3,3,2,2,2,1,2,2,1,1,2,4,1,1,1,1,2,1,1,2,3,2,3,1,2,1,3,"""3""",0.361111111,FALSE
150,1,2,"""3""",FALSE,5,3,2,3,2,4,2,2,2,2,1,3,1,1,1,4,3,3,3,3,3,3,2,1,2,2,2,2,2,1,2,2,4,2,1,1,2,1,1,1,2,2,3,3,2,2,3,4,"""4""",0.305555556,FALSE
151,1,2,"""1""",FALSE,8,2,2,2,3,2,2,2,2,2,2,3,5,5,3,3,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,3,2,1,2,1,1,"""1""",0.333333333,FALSE
152,1,2,"""3""",FALSE,8,2,1,1,1,2,2,2,2,2,1,3,5,5,1,4,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,4,1,1,1,1,2,1,1,2,2,2,1,1,4,1,5,"""5""",0.666666667,TRUE
154,1,2,"""3""",FALSE,8,3,2,2,2,2,2,2,2,2,1,2,2,1,1,4,3,2,3,3,2,2,2,1,2,2,2,2,2,2,2,3,4,2,3,3,2,2,3,2,3,2,4,3,2,2,1,4,"""4""",0.333333333,FALSE
156,1,2,"""3""",FALSE,3,2,2,1,2,2,2,2,2,2,1,3,5,5,2,3,3,3,3,2,3,1,1,1,2,2,2,2,2,1,2,3,2,1,1,1,1,1,1,1,1,3,4,4,2,2,3,5,"""5""",0.388888889,FALSE
157,1,2,"""3""",FALSE,6,2,2,2,2,2,2,2,2,2,1,3,2,2,2,3,3,2,3,3,2,2,4,2,2,2,2,2,1,2,2,1,4,3,3,2,2,2,1,1,1,2,3,2,1,4,1,1,"""1""",0.333333333,FALSE
159,1,2,"""1""",FALSE,8,2,2,2,2,2,2,2,2,2,2,3,5,5,2,3,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,4,3,2,2,3,3,2,2,3,2,2,2,1,4,3,4,"""4""",0.416666667,FALSE
160,1,1,"""1""",FALSE,5,2,2,2,2,2,2,2,2,2,1,2,1,1,1,4,4,2,4,4,4,1,3,1,2,2,2,2,2,2,2,1,4,1,1,1,2,1,1,1,2,3,3,3,2,3,3,2,"""2""",0.166666667,FALSE
161,1,4,"""4""",FALSE,5,4,3,3,2,3,2,2,2,2,1,2,4,4,2,3,3,1,2,3,1,1,1,2,1,2,1,1,2,2,2,2,4,1,2,2,2,2,1,1,2,4,4,4,2,2,1,1,"""1""",0.472222222,FALSE
163,1,1,"""1""",FALSE,7,1,1,1,2,1,1,2,2,2,1,3,5,5,2,4,2,1,2,3,1,2,1,2,2,2,2,2,1,2,2,2,4,3,3,3,2,3,2,2,2,2,1,2,1,4,1,5,"""5""",0.777777778,TRUE
164,1,4,"""4""",FALSE,8,2,2,2,2,2,1,1,2,2,1,3,1,1,1,4,3,1,1,1,1,1,3,1,2,2,2,2,2,1,2,1,4,1,1,2,1,1,1,1,1,1,3,2,2,2,1,2,"""2""",0.472222222,FALSE
166,1,4,"""1""",FALSE,7,2,3,4,2,2,1,2,2,2,1,3,1,1,1,4,3,3,3,3,2,2,3,2,2,2,2,2,1,1,2,2,4,3,1,1,2,2,1,1,2,3,3,3,1,4,3,2,"""2""",0.277777778,FALSE
167,1,2,"""1""",FALSE,8,2,2,1,1,1,2,2,2,2,1,2,1,1,2,4,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,4,2,3,2,2,3,2,2,3,2,3,3,1,3,1,2,"""2""",0.416666667,FALSE
168,1,4,"""4""",FALSE,0,3,3,3,2,2,2,2,2,2,2,3,5,5,3,4,4,5,4,5,5,5,4,1,2,2,2,2,2,2,2,2,4,1,1,1,2,1,1,1,3,4,5,4,1,2,1,3,"""3""",0.5,TRUE
169,1,2,"""4""",FALSE,6,2,2,2,4,2,2,2,2,2,1,2,5,5,2,3,3,2,2,2,1,1,2,1,2,2,2,2,2,1,1,1,4,1,1,1,1,1,1,1,2,2,4,5,2,2,1,1,"""1""",0.555555556,TRUE
170,1,4,"""4""",FALSE,8,3,2,2,2,2,1,1,2,2,1,3,2,2,1,4,2,1,2,1,1,1,1,1,2,2,2,2,2,1,2,1,4,1,2,1,1,2,1,1,2,2,3,3,1,2,2,1,"""1""",0.305555556,FALSE
172,1,4,"""4""",FALSE,7,3,2,1,1,2,1,1,2,2,1,4,5,5,1,4,2,1,2,1,1,1,1,1,2,2,2,2,2,1,2,1,4,2,1,1,1,1,1,1,1,2,2,2,1,1,2,3,"""3""",0.583333333,TRUE
173,1,4,"""3""",FALSE,6,3,3,2,2,2,2,2,2,2,1,3,1,1,1,4,2,3,4,5,1,3,3,1,2,2,2,2,2,2,2,1,4,1,1,1,2,2,1,1,3,1,1,1,2,1,1,2,"""2""",0.666666667,TRUE
174,1,4,"""3""",FALSE,4,3,3,2,2,2,2,2,2,2,1,3,5,5,2,4,3,3,4,3,3,2,2,1,2,2,2,2,2,1,2,3,1,1,1,1,2,2,2,1,3,2,2,2,1,2,3,5,"""5""",0.416666667,FALSE
176,1,2,"""4""",FALSE,4,3,3,2,2,3,2,1,2,2,1,3,1,1,1,4,4,3,4,3,2,1,2,1,1,2,2,2,2,1,2,1,4,1,1,2,2,1,1,1,2,2,2,2,2,2,1,2,"""2""",0.416666667,FALSE
177,1,4,"""4""",FALSE,6,3,3,3,2,3,1,2,2,2,1,3,5,5,2,4,3,1,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,1,3,4,3,2,1,1,1,3,"""3""",0.388888889,FALSE
179,1,4,"""4""",FALSE,8,4,2,1,1,1,1,1,2,2,1,4,5,5,2,4,3,1,1,3,1,1,1,1,2,2,2,2,2,1,2,1,4,1,1,1,1,1,1,2,3,2,3,2,2,2,1,4,"""4""",0.611111111,TRUE
180,1,2,"""1""",FALSE,7,2,2,3,2,3,1,2,2,2,2,2,2,3,2,4,2,2,3,4,3,2,2,1,2,2,2,2,2,2,2,1,4,1,1,1,2,1,1,1,1,4,3,3,1,3,1,1,"""1""",0.305555556,FALSE
181,1,5,"""3""",FALSE,4,4,2,2,2,3,2,1,2,2,1,2,1,1,1,4,3,2,3,2,2,3,1,1,1,2,2,2,2,1,2,2,4,4,1,1,2,1,2,1,2,5,5,4,1,2,2,2,"""2""",0.638888889,TRUE
182,1,4,"""4""",FALSE,6,3,3,3,2,3,2,2,2,1,1,3,5,5,2,3,2,2,3,2,2,2,1,2,2,2,1,2,2,2,2,2,3,1,1,1,1,1,1,1,3,2,4,2,1,1,3,6,"""6""",0.416666667,FALSE
183,1,2,"""1""",FALSE,9,1,1,4,2,2,2,2,2,2,2,3,1,1,1,3,2,1,2,3,3,2,1,1,2,2,2,2,2,1,1,1,4,4,2,3,4,3,3,1,3,2,2,1,2,3,1,2,"""2""",0.666666667,TRUE
184,1,2,"""3""",FALSE,7,3,3,2,2,2,2,2,2,2,1,3,3,5,2,1,3,1,2,1,2,1,2,1,2,2,2,2,2,2,2,3,4,1,1,1,1,1,1,1,2,2,1,2,2,3,1,3,"""3""",0.5,TRUE
185,1,2,"""3""",FALSE,7,2,2,2,1,1,2,2,2,2,2,3,5,5,2,4,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,4,1,1,1,1,2,2,2,2,1,2,2,1,2,1,4,"""4""",0.611111111,TRUE
186,1,2,"""1""",FALSE,8,2,2,3,1,1,1,2,2,2,1,3,1,1,2,4,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1,4,3,2,3,2,3,2,2,3,2,2,1,1,4,3,2,"""2""",0.666666667,TRUE
188,1,2,"""3""",FALSE,9,2,2,2,1,1,1,2,2,2,1,3,5,5,2,4,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,2,4,1,1,1,1,2,1,1,2,2,2,2,2,3,2,4,"""4""",0.583333333,TRUE
189,1,2,"""1""",FALSE,7,2,2,1,2,2,2,2,1,2,1,3,5,5,1,4,2,1,2,1,1,1,1,1,2,2,2,2,2,1,2,1,4,2,1,1,1,2,1,2,2,2,2,3,1,2,3,5,"""5""",0.388888889,FALSE
193,1,2,"""3""",FALSE,5,2,2,2,1,1,1,1,2,2,1,2,1,1,1,4,4,4,5,4,3,5,3,1,2,2,2,2,2,1,2,3,1,1,2,1,2,1,1,1,3,2,3,2,2,1,1,2,"""2""",0.5,TRUE
194,1,4,"""4""",FALSE,3,4,2,2,1,2,2,2,2,2,1,3,1,1,1,4,2,2,3,2,2,1,3,1,2,2,2,2,2,2,2,1,4,1,1,1,1,1,1,1,1,2,-98,2,2,3,3,2,"""2""",8.861111111,FALSE
195,1,2,"""3""",FALSE,3,3,3,3,3,3,3,2,2,2,1,3,5,5,2,3,3,3,3,4,3,3,3,2,2,2,2,2,2,2,2,4,1,2,1,1,1,1,1,1,2,4,4,4,1,3,2,1,"""1""",0.416666667,FALSE
196,1,4,"""-98""",TRUE,6,3,3,2,3,3,2,2,2,2,1,3,5,5,2,-98,3,1,3,2,2,1,2,1,2,2,2,2,2,2,2,3,4,1,3,3,3,3,1,2,2,2,2,1,1,3,1,1,"""1""",0.5,TRUE
197,1,2,"""1""",FALSE,5,3,3,3,2,2,3,2,2,2,2,2,1,1,1,4,2,2,2,3,3,2,3,1,2,2,2,2,2,1,1,3,4,2,2,2,2,2,2,2,2,3,4,4,2,3,1,1,"""1""",0.333333333,FALSE
198,1,2,"""1""",FALSE,6,2,2,2,2,2,2,2,2,2,1,3,5,5,2,4,2,2,2,4,2,3,3,2,2,2,1,1,2,1,2,1,4,2,2,1,2,3,2,1,2,3,3,3,2,2,2,6,"""6""",0.166666667,FALSE
199,1,5,"""3""",FALSE,2,4,4,4,4,4,4,2,2,2,1,2,1,1,1,4,3,4,3,4,5,5,1,2,2,2,2,1,1,2,2,2,4,1,1,1,2,1,1,1,2,3,3,3,1,3,1,1,"""1""",0.5,TRUE
200,1,2,"""4""",FALSE,8,2,1,1,2,1,1,2,2,2,1,3,5,5,1,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,4,1,1,2,2,2,1,2,2,2,2,2,1,3,1,6,"""6""",0.638888889,TRUE
201,1,4,"""3""",FALSE,6,4,2,2,2,2,2,1,2,2,1,2,5,5,1,4,3,3,2,2,3,3,4,2,2,2,1,1,2,2,2,2,4,1,1,1,1,1,1,1,2,4,4,2,2,4,1,3,"""3""",0.472222222,FALSE
203,1,2,"""3""",FALSE,6,2,2,2,2,2,1,2,2,2,2,3,1,1,2,3,1,1,4,1,1,1,1,1,1,2,2,2,2,1,2,2,4,1,1,1,2,3,1,1,2,2,2,2,1,1,2,2,"""2""",0.472222222,FALSE
204,1,2,"""4""",FALSE,6,2,2,3,2,2,2,2,2,2,2,2,1,1,2,2,3,2,3,2,2,2,1,1,2,2,2,2,2,2,-98,1,4,1,2,1,1,2,2,1,3,2,3,3,1,2,1,2,"""2""",0.25,FALSE
205,1,2,"""3""",FALSE,8,3,2,2,1,2,1,2,2,2,2,3,5,5,1,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,1,2,1,1,2,1,2,2,2,2,2,1,4,2,4,"""4""",0.527777778,TRUE
206,1,4,"""4""",FALSE,8,4,2,2,2,3,2,1,2,2,1,3,1,1,1,4,2,2,3,3,1,2,2,1,1,2,2,2,2,1,2,1,4,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,"""2""",0.555555556,TRUE
207,1,4,"""3""",FALSE,4,3,2,2,3,1,1,2,2,1,1,2,5,5,2,4,3,1,1,3,1,1,1,1,2,2,2,2,2,1,2,2,4,3,2,1,2,2,1,1,3,1,1,1,2,3,3,4,"""4""",0.777777778,TRUE
208,1,4,"""3""",FALSE,9,2,2,1,1,1,1,2,2,2,2,3,3,5,2,4,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,4,1,1,1,3,2,1,1,2,3,2,2,1,4,2,5,"""5""",0.555555556,TRUE
210,1,2,"""1""",FALSE,8,2,2,1,2,1,1,2,2,2,1,3,5,5,2,4,2,1,1,2,1,1,2,1,2,2,2,2,2,1,2,2,4,2,1,1,2,2,1,2,2,1,1,2,1,2,1,1,"""1""",0.75,TRUE
211,1,4,"""2""",FALSE,5,3,3,3,2,2,2,1,2,2,1,1,1,1,1,4,3,3,3,2,2,3,2,1,2,2,2,2,2,2,2,2,4,2,2,2,2,3,2,2,3,2,2,2,1,2,2,2,"""2""",0.416666667,FALSE
212,1,4,"""1""",FALSE,5,2,2,2,2,2,1,2,2,2,2,4,5,5,3,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,4,4,2,2,2,3,2,3,3,3,2,2,1,3,2,2,"""2""",0.388888889,FALSE
213,1,2,"""3""",FALSE,7,2,2,2,2,2,2,2,2,2,2,4,1,1,1,4,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,4,2,3,3,2,3,1,1,1,1,2,1,1,4,1,2,"""2""",0.583333333,TRUE
214,1,2,"""3""",FALSE,7,2,2,2,2,2,2,1,2,1,1,2,1,1,1,3,2,1,2,2,1,1,1,1,2,2,2,2,2,1,1,2,4,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,"""2""",0.416666667,FALSE
215,1,2,"""3""",FALSE,8,3,3,4,2,1,3,2,2,2,1,3,2,2,1,4,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,4,1,1,1,1,1,1,1,2,1,3,2,1,4,2,1,"""1""",0.527777778,TRUE
216,1,2,"""-98""",TRUE,7,3,3,1,1,1,1,1,2,2,1,2,1,1,1,4,3,2,2,3,1,3,1,1,2,2,2,2,2,1,1,2,4,1,1,1,2,1,1,2,2,2,2,2,2,3,1,2,"""2""",0.638888889,TRUE
218,1,2,"""3""",FALSE,9,2,2,2,2,2,1,1,2,2,1,3,2,2,1,4,2,1,2,1,1,1,1,1,1,2,2,1,2,1,1,4,4,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,"""2""",0.472222222,FALSE
219,1,2,"""3""",FALSE,4,3,3,2,3,3,3,2,2,2,1,3,5,5,2,4,3,3,3,4,3,4,2,1,2,2,2,2,2,2,2,1,1,2,2,3,3,2,2,2,3,3,3,3,2,2,1,5,"""5""",0.166666667,FALSE
220,1,2,"""3""",FALSE,6,3,1,1,1,1,1,1,2,2,1,3,1,1,1,4,2,2,2,3,2,1,2,1,2,2,2,2,1,2,2,1,4,1,1,1,1,1,1,1,1,1,1,2,2,4,1,2,"""2""",0.861111111,TRUE
221,1,4,"""1""",FALSE,4,2,3,3,2,2,2,2,2,2,1,2,2,2,1,3,3,2,2,1,1,1,2,2,2,1,2,2,2,2,-98,2,4,2,1,1,2,1,1,1,2,3,4,3,2,3,1,1,"""1""",0.25,FALSE
222,1,4,"""-98""",TRUE,6,3,3,3,2,2,2,2,2,2,1,-98,5,5,2,3,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,3,3,3,2,2,1,1,"""1""",0.166666667,FALSE
223,1,4,"""1""",FALSE,2,3,2,2,1,2,2,2,2,1,1,1,3,4,1,3,4,4,4,4,3,5,1,1,2,2,2,2,2,1,1,3,4,1,2,1,1,2,2,1,2,2,2,3,1,3,1,1,"""1""",0.388888889,FALSE
226,1,2,"""1""",FALSE,8,3,3,3,2,2,2,2,2,2,2,4,5,5,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,4,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,"""3""",0.416666667,FALSE
227,1,2,"""1""",FALSE,7,2,2,2,2,2,2,1,2,2,1,3,4,4,2,3,2,3,2,1,2,2,2,2,2,2,2,2,1,1,-99,2,4,2,2,2,2,2,1,1,1,2,3,3,2,4,3,3,"""3""",0.25,FALSE
228,1,2,"""1""",FALSE,7,2,3,4,3,1,1,2,2,2,2,3,1,1,2,4,1,2,1,1,2,1,1,2,2,2,2,2,1,2,2,3,4,3,2,2,2,3,1,1,3,3,2,3,1,4,3,2,"""2""",0.416666667,FALSE
230,1,2,"""1""",FALSE,9,2,2,2,2,2,2,1,2,2,1,2,5,5,1,4,3,2,3,3,2,1,1,2,2,2,2,2,1,2,2,1,4,1,1,1,1,1,1,1,2,2,2,4,2,3,3,1,"""1""",0.416666667,FALSE
231,1,4,"""3""",FALSE,9,3,3,2,1,4,1,2,2,1,2,2,2,2,2,4,1,1,2,2,2,1,3,2,2,2,2,2,1,1,1,1,4,1,1,1,1,2,1,1,3,3,3,2,1,4,3,3,"""3""",0.416666667,FALSE
232,1,5,"""4""",FALSE,2,4,2,3,2,4,2,2,2,2,1,3,5,5,1,4,4,3,4,4,2,2,1,2,2,2,2,1,2,1,2,3,4,1,2,2,2,2,2,2,3,3,2,2,1,2,3,6,"""6""",0.444444444,FALSE
233,1,4,"""1""",FALSE,5,3,3,3,2,2,4,2,2,2,2,2,1,1,1,3,2,2,4,3,2,2,1,1,2,2,2,2,2,1,1,2,4,3,3,4,3,2,2,1,4,4,2,4,2,2,2,2,"""2""",0.472222222,FALSE
235,1,4,"""3""",FALSE,0,3,3,3,2,3,1,2,2,2,2,2,3,5,2,4,2,2,1,2,1,1,4,1,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,3,4,3,1,2,2,1,"""1""",0.305555556,FALSE
236,1,4,"""6""",FALSE,4,3,4,2,3,4,3,2,2,1,1,2,3,3,1,3,3,3,4,3,1,3,2,2,1,2,2,2,2,1,2,4,1,1,1,1,2,1,1,1,2,4,4,5,2,2,1,3,"""3""",0.611111111,TRUE
237,1,2,"""1""",FALSE,8,1,3,1,2,1,1,2,2,2,2,4,5,5,2,4,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,4,2,1,2,1,3,2,1,2,1,1,1,2,4,3,4,"""4""",0.888888889,TRUE
238,1,2,"""6""",FALSE,8,2,2,1,2,2,1,1,2,2,2,3,5,5,2,3,2,2,2,3,1,2,2,1,2,2,2,2,2,1,2,1,4,2,2,1,2,2,1,2,2,2,2,2,2,2,1,3,"""3""",0.527777778,TRUE
239,1,4,"""4""",FALSE,4,3,3,3,2,2,2,2,2,2,2,2,5,5,2,4,3,2,3,2,1,1,1,1,2,2,2,2,2,2,2,1,4,1,1,1,1,1,1,1,1,4,4,4,1,2,2,4,"""4""",0.416666667,FALSE
240,1,5,"""96""",FALSE,4,3,4,3,2,2,1,2,2,2,1,2,1,1,1,4,2,2,1,2,1,1,2,2,2,2,2,1,2,1,2,4,2,1,1,1,1,1,1,1,1,2,2,2,2,1,3,2,"""2""",0.527777778,TRUE
241,1,2,"""-99""",FALSE,8,2,2,2,2,2,2,2,2,2,1,3,5,5,2,3,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,4,2,2,3,3,3,2,3,3,2,3,2,2,2,1,3,"""3""",0.333333333,FALSE
242,1,5,"""2""",FALSE,5,4,4,1,1,3,1,2,2,2,2,3,1,1,2,4,3,3,4,2,1,1,3,2,2,2,2,2,1,2,2,2,4,2,1,1,1,1,1,1,2,3,2,3,1,4,2,2,"""2""",0.527777778,TRUE
243,1,4,"""3""",FALSE,8,3,2,2,2,3,2,2,2,2,1,3,4,5,1,4,1,3,3,3,1,3,2,2,2,1,2,2,1,2,2,1,4,1,1,1,1,1,1,1,2,3,3,3,2,4,1,3,"""3""",0.166666667,FALSE
244,1,4,"""3""",FALSE,7,3,3,1,2,2,2,2,2,2,1,2,5,5,2,4,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,4,2,2,2,2,2,2,2,2,1,1,1,2,2,2,5,"""5""",0.722222222,TRUE
245,1,2,"""3""",FALSE,7,3,2,1,1,4,2,1,2,2,1,3,1,1,1,4,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,1,4,1,1,1,3,2,1,1,3,1,4,3,2,2,1,2,"""2""",0.583333333,TRUE
246,1,2,"""3""",FALSE,7,2,2,2,2,1,1,1,2,2,2,3,1,1,1,3,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,4,2,1,1,2,3,1,1,3,2,3,2,2,2,3,2,"""2""",0.444444444,FALSE
247,1,2,"""-99""",FALSE,8,2,2,2,2,2,2,1,2,2,1,3,1,1,1,3,2,1,2,2,1,1,1,2,2,2,2,2,1,1,-98,2,4,1,1,1,2,1,1,1,2,2,3,2,2,4, ,3,"""3""",0.333333333,FALSE
248,1,2,"""1""",FALSE,4,2,3,2,2,2,2,1,2,2,1,2,5,4,2,3,4,4,3,4,3,3,2,1,2,2,2,2,2,1,2,2,4,1,2,2,2,2,1,1,2,3,3,3,2,2,2,3,"""3""",0.166666667,FALSE
249,1,2,"""3""",FALSE,6,3,2,1,2,2,2,2,2,2,1,2,5,5,2,4,4,3,3,4,3,3,4,2,2,2,2,2,1,2,2,1,4,1,1,1,2,2,1,1,3,3,3,3,2,4,1,8,"""8""",0.222222222,FALSE
250,1,4,"""1""",FALSE,5,2,4,4,2,3,2,2,2,2,1,4,1,1,1,4,2,3,3,3,1,1,1,2,2,2,2,2,1,1,2,4,4,2,1,1,1,1,1,1,2,5,4,5,1,3,1,2,"""2""",0.694444444,TRUE
252,1,2,"""1""",FALSE,7,2,2,2,2,1,1,2,2,2,2,3,4,4,2,4,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,4,2,1,2,1,2,1,1,2,2,2,2,1,4,2,4,"""4""",0.527777778,TRUE
253,1,2,"""3""",FALSE,6,3,2,2,2,3,2,2,2,2,2,3,5,5,2,4,2,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,4,1,2,2,2,2,1,1,2,2,3,2,2,2,3,6,"""6""",0.333333333,FALSE
254,1,4,"""38""",FALSE,4,4,3,3,3,3,3,2,2,2,2,4,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,3,4,2,1,1,1,1,2,2,1,3,3,3,1,2,2,5,"""5""",0.222222222,FALSE
255,1,2,"""1""",FALSE,7,2,2,2,2,1,2,2,2,2,2,3,5,5,2,4,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,4,2,2,2,2,2,2,2,2,3,3,3,1,4,2,4,"""4""",0.222222222,FALSE
256,1,1,"""1""",FALSE,7,2,3,1,1,1,1,2,2,2,2,3,5,5,1,4,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,3,4,1,1,1,1,2,1,1,2,2,4,3,2,4,3,5,"""5""",0.555555556,TRUE
257,1,2,"""-98""",TRUE,7,2,3,3,2,2,2,2,2,2,2,3,3,3,2,4,1,3,2,2,2,2,2,1,2,2,1,2,2,1,2,3,4,2,2,2,2,3,2,2,3,2,3,2,1,3,2,1,"""1""",0.333333333,FALSE
258,1,2,"""1""",FALSE,8,2,3,2,2,2,2,2,2,2,2,3,2,1,2,4,2,1,2,1,2,1,1,2,2,2,2,2,1,1,1,2,4,3,3,2,3,3,3,2,3,2,3,4,1,4,2,2,"""2""",0.333333333,FALSE
259,1,4,"""6""",FALSE,7,2,3,3,2,2,2,2,2,2,2,3,5,5,3,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,4,3,2,2,2,3,2,2,2,2,2,2,2,3,1,3,"""3""",0.416666667,FALSE
260,1,2,"""3""",FALSE,8,3,2,2,2,2,1,2,2,2,1,3,5,5,2,4,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,4,1,1,1,1,1,1,1,1,3,3,3,2,4,3,4,"""4""",0.222222222,FALSE
262,1,4,"""1""",FALSE,2,2,2,1,2,3,2,1,2,2,1,1,1,1,1,4,5,4,3,3,3,5,4,1,2,2,2,2,2,2,2,3,4,1,2,2,2,2,2,1,3,5,5,5,2,1,3,2,"""2""",0.722222222,TRUE
263,1,1,"""3""",FALSE,9,2,2,2,2,2,2,2,2,2,2,3,4,5,2,4,2,2,2,4,1,1,1,2,2,2,1,2,2,1,2,1,4,3,3,3,3,3,2,2,3,3,3,2,2,2,1,3,"""3""",0.25,FALSE
264,1,5,"""11""",FALSE,5,4,3,4,2,1,1,2,2,2,1,3,1,1,1,3,4,2,2,3,3,2,3,1,2,2,2,2,2,2,1,3,4,4,1,2,2,1,2,1,2,3,3,3,1,2,1,2,"""2""",0.388888889,FALSE
265,1,4,"""-98""",TRUE,6,2,2,3,1,1,1,2,2,2,2,2,5,5,3,1,2,1,2,2,1,2,1,2,1,2,2,2,2,1,1,2,4,2,2,2,1,1,2,4,4,2,2,3,1,2,3,5,"""5""",0.5,TRUE
267,1,2,"""11""",FALSE,7,3,3,1,2,1,1,2,2,2,1,3,2,2,1,4,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,1,4,4,3,3,3,3,2,1,4,2,2,2,1,4, ,1,"""1""",0.583333333,TRUE
268,1,4,"""11""",FALSE,7,3,2,2,2,1,2,2,2,2,2,2,1,1,1,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,4,2,1,1,2,1,1,1,2,3,3,3,2,3,2,1,"""1""",0.222222222,FALSE
269,1,4,"""3""",FALSE,6,3,2,2,2,2,2,2,2,1,1,2,3,3,2,3,2,1,2,1,1,1,1,2,2,2,2,2,1,1,2,1,4,1,1,1,1,1,1,1,2,3,3,3,1,4,1,1,"""1""",0.166666667,FALSE
270,1,4,"""-98""",TRUE,8,3,3,3,2,3,1,2,2,2,2,4,5,5,2,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,1,4,4,1,1,2,1,1,1,4,2,3,3,2,2,1,3,"""3""",0.305555556,FALSE
271,1,2,"""1""",FALSE,8,1,1,1,1,1,1,2,2,2,1,2,5,5,2,4,3,3,3,3,3,3,1,1,2,2,2,2,2,1,2,2,4,2,2,2,2,2,2,2,2,2,3,2,1,3,2,4,"""4""",0.666666667,TRUE
